support,itemsets
0.016784596174378833,"frozenset({'1487580005092295511', '1487580007910867929'})"
0.016115021987368573,"frozenset({'1487580005092295511', '1487580007936033754'})"
0.010269820300765486,"frozenset({'1487580007952810971', '1487580005092295511'})"
0.042074594183752874,"frozenset({'1487580005092295511', '1487580008145748965'})"
0.022204527769232162,"frozenset({'1487580005092295511', '1487580008187692007'})"
0.011961852367940064,"frozenset({'1487580005092295511', '1487580008246412266'})"
0.010740331891637561,"frozenset({'1487580005092295511', '1487580009051717646'})"
0.06251470348721475,"frozenset({'1487580005092295511', '1487580009286598681'})"
0.03035704591107331,"frozenset({'1487580009311764506', '1487580005092295511'})"
0.013020503447402233,"frozenset({'1487580005092295511', '1487580009362096156'})"
0.0415045512948117,"frozenset({'1487580005092295511', '1487580009387261981'})"
0.05092383141207767,"frozenset({'1487580009445982239', '1487580005092295511'})"
0.02565193000235256,"frozenset({'1487580009471148064', '1487580005092295511'})"
0.017490363560686947,"frozenset({'1487580005092295511', '1487580009496313889'})"
0.026611049783745636,"frozenset({'1487580009605365797', '1487580005092295511'})"
0.031795725583162925,"frozenset({'1487580005092295511', '1487580010100293687'})"
0.014531569518087551,"frozenset({'1487580010125459512', '1487580005092295511'})"
0.011057022385493765,"frozenset({'1487580005092295511', '1487580010628776014'})"
0.0114641958775946,"frozenset({'1487580005092295511', '1487580010796548183'})"
0.012061383666009158,"frozenset({'1487580005092295511', '1487580012096782476'})"
0.055800865017463216,"frozenset({'1487580005092295511', '1602943681873052386'})"
0.01798802005103241,"frozenset({'1605161575889502297', '1487580005092295511'})"
0.022059754972040754,"frozenset({'1487580005092295511', '1783999063314661546'})"
0.013147179644944714,"frozenset({'1487580005092295511', '1783999064103190764'})"
0.01410629942633779,"frozenset({'1487580005092295511', '1783999064136745198'})"
0.01685698257297454,"frozenset({'1487580005092295511', '1783999068909863670'})"
0.011789934671275268,"frozenset({'1487580005092295511', '1897124478404526487'})"
0.015418302900884924,"frozenset({'1487580005092295511', '2007399943458784057'})"
0.01052317269585045,"frozenset({'1487580005092295511', '2055161088059638328'})"
0.015744041694565593,"frozenset({'1487580005092295511', '2084144451428549153'})"
0.013120034745471326,"frozenset({'2193074740552270669', '1487580005092295511'})"
0.015273530103693516,"frozenset({'1487580005092295511', '2195085255034011676'})"
0.02568812320165041,"frozenset({'1487580005268456287', '1487580005134238553'})"
0.02232215566695018,"frozenset({'1487580005595612013', '1487580005134238553'})"
0.019933404513291952,"frozenset({'1487580005671109489', '1487580005134238553'})"
0.017662281257351743,"frozenset({'1487580006317032337', '1487580005134238553'})"
0.010224578801643172,"frozenset({'1487580007281722301', '1487580005134238553'})"
0.018033261550154726,"frozenset({'1487580007675986893', '1487580005134238553'})"
0.014477279719140774,"frozenset({'1487580008145748965', '1487580005134238553'})"
0.019888163014169638,"frozenset({'1487580009286598681', '1487580005134238553'})"
0.010776525090935414,"frozenset({'1487580009387261981', '1487580005134238553'})"
0.015725945094916666,"frozenset({'1487580009445982239', '1487580005134238553'})"
0.010360303299010117,"frozenset({'1487580009605365797', '1487580005134238553'})"
0.01610597368754411,"frozenset({'1602943681873052386', '1487580005134238553'})"
0.014368700121247217,"frozenset({'1487580005427839846', '1487580005268456287'})"
0.020304384806094936,"frozenset({'1487580005511725929', '1487580005268456287'})"
0.01591595939123039,"frozenset({'1487580005553668971', '1487580005268456287'})"
0.04511482292477244,"frozenset({'1487580005595612013', '1487580005268456287'})"
0.0356141081090863,"frozenset({'1487580005671109489', '1487580005268456287'})"
0.019725293617329304,"frozenset({'1487580005713052531', '1487580005268456287'})"
0.0220235617727429,"frozenset({'1487580005754995573', '1487580005268456287'})"
0.05339401726415607,"frozenset({'1487580006317032337', '1487580005268456287'})"
0.010695090392515247,"frozenset({'1487580006350586771', '1487580005268456287'})"
0.020213901807850303,"frozenset({'1487580006509970331', '1487580005268456287'})"
0.022937440055013664,"frozenset({'1487580006551913373', '1487580005268456287'})"
0.024611375522539315,"frozenset({'1487580007256556476', '1487580005268456287'})"
0.03328869505419932,"frozenset({'1487580007281722301', '1487580005268456287'})"
0.01956242422048897,"frozenset({'1487580007306888126', '1487580005268456287'})"
0.019327168425052933,"frozenset({'1487580007432717250', '1487580005268456287'})"
0.019363361624350785,"frozenset({'1487580007634043851', '1487580005268456287'})"
0.04797408566930274,"frozenset({'1487580007675986893', '1487580005268456287'})"
0.012088528565482546,"frozenset({'1487580007852147670', '1487580005268456287'})"
0.014694438914927886,"frozenset({'1487580007910867929', '1487580005268456287'})"
0.01501112940878409,"frozenset({'1487580007936033754', '1487580005268456287'})"
0.038201921858882715,"frozenset({'1487580008145748965', '1487580005268456287'})"
0.02108253859099875,"frozenset({'1487580008187692007', '1487580005268456287'})"
0.010206482201994245,"frozenset({'1487580008246412266', '1487580005268456287'})"
0.05608136231202157,"frozenset({'1487580009286598681', '1487580005268456287'})"
