antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'1487580010100293687', '1487580005595612013'})",frozenset({'1487580005092295511'}),0.017164624767006278,0.2124359832787419,0.01052317269585045,0.6130732735898788,2.8859200975639423,0.0068767887558608244,2.035434522779601,0.6649028681875497
"frozenset({'1487580005595612013', '1602943681873052386'})",frozenset({'1487580005092295511'}),0.02626721439041604,0.2124359832787419,0.015843572992634683,0.603169135377196,2.8392983432837955,0.010263471475613132,1.9846339761647673,0.665275235956127
"frozenset({'1487580005671109489', '1487580006317032337'})",frozenset({'1487580005092295511'}),0.025425722506740984,0.2124359832787419,0.014875404911417145,0.5850533807829181,2.7540220435031326,0.009474066550125185,1.8979887538479718,0.6535106813528548
"frozenset({'1487580005671109489', '1487580007675986893'})",frozenset({'1487580005092295511'}),0.0269367885774263,0.2124359832787419,0.014486328018965237,0.5377897211958348,2.531537797389951,0.008763984851148097,1.7039084867581291,0.621730610118799
"frozenset({'1487580005671109489', '1487580008145748965'})",frozenset({'1487580005092295511'}),0.020159612008903528,0.2124359832787419,0.011400857778823359,0.5655296229802513,2.662117849583926,0.007118230779194004,1.812698997164218,0.6372050358604979
"frozenset({'1487580005671109489', '1487580009286598681'})",frozenset({'1487580005092295511'}),0.03003130711739264,0.2124359832787419,0.01653124377929387,0.5504670081349804,2.591213595922215,0.010151513522664683,1.751960436660761,0.633093056173431
"frozenset({'1487580009445982239', '1487580005671109489'})",frozenset({'1487580005092295511'}),0.021752112778009012,0.2124359832787419,0.012866682350386363,0.591514143094842,2.7844347928509987,0.008245750883999932,1.9280080409347298,0.6551107289547236
"frozenset({'1487580005671109489', '1602943681873052386'})",frozenset({'1487580005092295511'}),0.02056678550100436,0.2124359832787419,0.011907562568993287,0.5789705235371756,2.725388206843921,0.007538437268204453,1.8705674085761963,0.6463736224856339
"frozenset({'1487580005713052531', '1602943681873052386'})",frozenset({'1487580005092295511'}),0.016911272371921315,0.2124359832787419,0.010514124396025986,0.6217228464419475,2.9266362357556504,0.0069215616212022595,2.081976163015603,0.6696351809136241
"frozenset({'1487580005754995573', '1487580006317032337'})",frozenset({'1487580005092295511'}),0.016694113176134204,0.2124359832787419,0.010930346187951284,0.6547425474254742,3.0820698891033547,0.007383915840412612,2.281092010754664,0.6870117765654945
"frozenset({'1487580005754995573', '1487580007675986893'})",frozenset({'1487580005092295511'}),0.016766499574729907,0.2124359832787419,0.010306013500063337,0.6146788990825688,2.8934782591705996,0.006744205676762981,2.043916138633741,0.6655542056889893
"frozenset({'1487580005754995573', '1602943681873052386'})",frozenset({'1487580005092295511'}),0.017001755370165947,0.2124359832787419,0.010957491087424673,0.6444917509313465,3.033816310138451,0.00734570646789884,2.2153185440407843,0.681976958529514
"frozenset({'1487580006509970331', '1487580006317032337'})",frozenset({'1487580005092295511'}),0.017707522756474057,0.2124359832787419,0.010794621690584339,0.6096065406234032,2.8696011439056686,0.007032906682382075,2.0173596606328563,0.663264281800677
"frozenset({'1487580006551913373', '1487580006317032337'})",frozenset({'1487580005092295511'}),0.018340903744186468,0.2124359832787419,0.011210843482509636,0.6112481499753329,2.8773286923491717,0.007314575561392625,2.0258785049416117,0.6646456184993241
"frozenset({'1487580005092295511', '1487580007256556476'})",frozenset({'1487580006317032337'}),0.02747063826706962,0.14411227130422194,0.014658245715630033,0.5335968379446641,3.7026467844520865,0.010699389640785956,1.8350813166104394,0.7505407623808845
"frozenset({'1487580006317032337', '1487580007256556476'})",frozenset({'1487580005092295511'}),0.02453898912394361,0.2124359832787419,0.014658245715630033,0.5973451327433629,2.8118830130560943,0.009445281432418719,1.955928217351696,0.6605763027001177
"frozenset({'1487580007281722301', '1487580006317032337'})",frozenset({'1487580005092295511'}),0.024955210915868907,0.2124359832787419,0.015291626703342442,0.6127628716461204,2.884458942353946,0.009990241934501438,2.033802957038605,0.67003540631603
"frozenset({'1487580005092295511', '1487580007306888126'})",frozenset({'1487580006317032337'}),0.02129969778678586,0.14411227130422194,0.011147505383738395,0.5233644859813085,3.6316441427564667,0.008077957557591175,1.7956860190283972,0.7404132019103266
"frozenset({'1487580006317032337', '1487580007306888126'})",frozenset({'1487580005092295511'}),0.01813279284822382,0.2124359832787419,0.011147505383738395,0.6147704590818363,2.8939092595964895,0.0072954477054362294,2.0444019294163223,0.6665327641008199
"frozenset({'1487580006317032337', '1487580007675986893'})",frozenset({'1487580005092295511'}),0.03984871242693498,0.2124359832787419,0.0231726958504497,0.5815168029064486,2.7373743088685103,0.014707395443641946,1.8819489580251871,0.6610275186278448
"frozenset({'1487580006317032337', '1487580008145748965'})",frozenset({'1487580005092295511'}),0.03650084149188367,0.2124359832787419,0.020241046707323695,0.5545364402578087,2.610369635591298,0.012486954554493886,1.7679650770470536,0.640283373408388
"frozenset({'1487580008187692007', '1487580006317032337'})",frozenset({'1487580005092295511'}),0.020032935811361046,0.2124359832787419,0.010722235291988635,0.535230352303523,2.5194900790476513,0.00646651887494223,1.6945254937034648,0.6154230193117918
"frozenset({'1487580006317032337', '1487580009286598681'})",frozenset({'1487580005092295511'}),0.04803742376807398,0.2124359832787419,0.02665629128286795,0.5549067621020908,2.6121128517760828,0.01645141393051955,1.7694360409535164,0.6483113555814488
"frozenset({'1487580009311764506', '1487580006317032337'})",frozenset({'1487580005092295511'}),0.02335366184693896,0.2124359832787419,0.012676668054072639,0.5428128632313056,2.5551832361614037,0.0077155099364589206,1.7226294297945481,0.623192460650821
"frozenset({'1487580006317032337', '1487580009387261981'})",frozenset({'1487580005092295511'}),0.02450279592464576,0.2124359832787419,0.016350277782804613,0.6672821270310192,3.1410974578419877,0.01114500223747414,2.367062549701628,0.6987615435895417
"frozenset({'1487580009445982239', '1487580006317032337'})",frozenset({'1487580005092295511'}),0.04621871550335692,0.2124359832787419,0.025434770806565445,0.5503132341425215,2.5904897355380867,0.015616252532729386,1.751361339752802,0.6437247371826654
"frozenset({'1487580009471148064', '1487580005092295511'})",frozenset({'1487580006317032337'}),0.02565193000235256,0.14411227130422194,0.013264807542662734,0.5171075837742505,3.5882272834534197,0.009568049646686791,1.7724190729382987,0.7403010027449195
"frozenset({'1487580009471148064', '1487580006317032337'})",frozenset({'1487580005092295511'}),0.02465661702166163,0.2124359832787419,0.013264807542662734,0.5379816513761468,2.5324412704143877,0.008026854861338681,1.7046163189558605,0.6204216081935326
"frozenset({'1487580009605365797', '1487580006317032337'})",frozenset({'1487580005092295511'}),0.02238549376572142,0.2124359832787419,0.013536256537396624,0.6046887631366209,2.8464516877218276,0.008780772158095446,1.9922631670433464,0.6635390622200462
"frozenset({'1487580009605365797', '1487580005092295511'})",frozenset({'1487580006317032337'}),0.026611049783745636,0.14411227130422194,0.013536256537396624,0.5086705202312138,3.5296822097641294,0.009701277711271316,1.7419832595808187,0.7362816020998066
"frozenset({'1487580010100293687', '1487580006317032337'})",frozenset({'1487580005092295511'}),0.024149912231491703,0.2124359832787419,0.014613004216507719,0.6050955414012739,2.8483665152306834,0.009482693865515462,1.994315332665121,0.6649808138181502
"frozenset({'1487580006317032337', '1602943681873052386'})",frozenset({'1487580005092295511'}),0.0329267630612208,0.2124359832787419,0.02120016648871677,0.6438582028029679,3.0308340087476964,0.014205337201620174,2.211377667321496,0.6928718403410925
"frozenset({'1783999063314661546', '1487580006317032337'})",frozenset({'1487580005092295511'}),0.017580846558931575,0.2124359832787419,0.010794621690584339,0.6139989706639218,2.8902776318185244,0.007059817264965023,2.040315845985873,0.665716333227116
"frozenset({'1487580006509970331', '1487580005092295511'})",frozenset({'1487580009286598681'}),0.022729329159051015,0.14703487214752348,0.012450460558461066,0.5477707006369427,3.725447525722685,0.009108456551561022,1.8861341559554763,0.7485908405605373
"frozenset({'1487580006509970331', '1487580009286598681'})",frozenset({'1487580005092295511'}),0.022819812157295644,0.2124359832787419,0.012450460558461066,0.5455987311657415,2.568297153546956,0.007602711324589777,1.733190619695474,0.6248969869254417
"frozenset({'1487580006509970331', '1487580009445982239'})",frozenset({'1487580005092295511'}),0.020123418809605675,0.2124359832787419,0.011473244177419063,0.5701438848920863,2.683838566764784,0.007198305915670551,1.8321572941297888,0.6402840520771852
"frozenset({'1487580006509970331', '1487580005092295511'})",frozenset({'1487580009445982239'}),0.022729329159051015,0.12616949275231185,0.011473244177419063,0.5047770700636942,4.000785443868284,0.008605496246821265,1.764519480873145,0.7674936974818142
"frozenset({'1487580006551913373', '1487580007281722301'})",frozenset({'1487580005092295511'}),0.018603304439095893,0.2124359832787419,0.01092129788812682,0.5870622568093385,2.7634784265292818,0.0069692866173737,1.9072221653461798,0.650233710569825
"frozenset({'1487580006551913373', '1487580005092295511'})",frozenset({'1487580009286598681'}),0.02519951501112941,0.14703487214752348,0.013210517743715957,0.5242369838420108,3.5653921834000832,0.009505310275874946,1.7928361366559602,0.7381263725427741
"frozenset({'1487580006551913373', '1487580009286598681'})",frozenset({'1487580005092295511'}),0.023036971353082757,0.2124359832787419,0.013210517743715957,0.5734485467399842,2.699394602973404,0.00831663608255961,1.8463517371752514,0.6443913921874215
"frozenset({'1487580009445982239', '1487580006551913373'})",frozenset({'1487580005092295511'}),0.020385819504515103,0.2124359832787419,0.011898514269168823,0.5836662228140257,2.747492274169882,0.007567832657784202,1.8916649570074566,0.6492675853976803
"frozenset({'1487580007281722301', '1487580007256556476'})",frozenset({'1487580005092295511'}),0.015897862791581462,0.2124359832787419,0.01000741960585606,0.6294820717131474,2.9631612403779553,0.006630141491695927,2.1255760021186645,0.6732254290239695
"frozenset({'1487580007256556476', '1487580007675986893'})",frozenset({'1487580005092295511'}),0.017906585352612244,0.2124359832787419,0.011627065274434934,0.6493178372915615,3.0565341486408037,0.007823062207888034,2.245805747970274,0.685099852756041
"frozenset({'1487580007256556476', '1487580008145748965'})",frozenset({'1487580005092295511'}),0.01731844586402215,0.2124359832787419,0.010441737997430282,0.6029258098223614,2.8381529367896645,0.006762676921447075,1.9834178000059046,0.6590722774046195
"frozenset({'1487580007256556476', '1487580009286598681'})",frozenset({'1487580005092295511'}),0.021860692375902567,0.2124359832787419,0.01312908304529579,0.6005794701986755,2.8271080112197473,0.00848508536526683,1.971766491604725,0.6607255615248947
"frozenset({'1487580009445982239', '1487580007256556476'})",frozenset({'1487580005092295511'}),0.02626721439041604,0.2124359832787419,0.014775873613348051,0.5625215294522907,2.6479578495616436,0.0091957720963265,1.8002349138124505,0.639138882146583
"frozenset({'1487580005092295511', '1487580007256556476'})",frozenset({'1487580009445982239'}),0.02747063826706962,0.12616949275231185,0.014775873613348051,0.5378787878787878,4.263144569620473,0.01130991711760963,1.8909119173228661,0.7870521916411289
"frozenset({'1487580007256556476', '1602943681873052386'})",frozenset({'1487580005092295511'}),0.014214879024231348,0.2124359832787419,0.01003456450532945,0.7059197963080841,3.3229765758743013,0.007014812702628499,2.6780585936560537,0.7091454028287495
"frozenset({'1487580007281722301', '1487580007675986893'})",frozenset({'1487580005092295511'}),0.019698148717855916,0.2124359832787419,0.012423315658987676,0.6306844281120808,2.968821093197502,0.008238720067339066,2.13249610000271,0.6764915929676413
"frozenset({'1487580007281722301', '1487580008145748965'})",frozenset({'1487580005092295511'}),0.019037622830670117,0.2124359832787419,0.011789934671275268,0.6192965779467681,2.915215060972865,0.007745658545952036,2.0687074796273746,0.669722050238589
"frozenset({'1487580007281722301', '1487580009286598681'})",frozenset({'1487580005092295511'}),0.03117139289527498,0.2124359832787419,0.01795182685173456,0.5759071117561684,2.7109678071840966,0.011329901351858828,1.8570554672174773,0.6514341530785599
"frozenset({'1487580007281722301', '1487580009387261981'})",frozenset({'1487580005092295511'}),0.019824824915398397,0.2124359832787419,0.012278542861796268,0.6193518941122774,2.9154754507837413,0.008067036687564708,2.0690081062785084,0.6702911765033813
"frozenset({'1487580009445982239', '1487580007281722301'})",frozenset({'1487580005092295511'}),0.024566134023417,0.2124359832787419,0.014993032809135163,0.6103130755064456,2.872927015879605,0.009774301972513217,2.0210173018886723,0.6683415032105743
"frozenset({'1487580007281722301', '1487580010100293687'})",frozenset({'1487580005092295511'}),0.016838885973325612,0.2124359832787419,0.010179337302520856,0.6045137023105857,2.8456276238163944,0.006602152003458814,1.9913812977150287,0.6596921566642432
"frozenset({'1487580007281722301', '1602943681873052386'})",frozenset({'1487580005092295511'}),0.015327819902640294,0.2124359832787419,0.010794621690584339,0.7042502951593861,3.315117732363278,0.007538441198047478,2.662941006638346,0.7092224214137468
"frozenset({'1487580009286598681', '1487580007306888126'})",frozenset({'1487580005092295511'}),0.017092238368410576,0.2124359832787419,0.010224578801643172,0.5982001058761249,2.815907628469954,0.006593572337415232,1.9600901549228675,0.6560887398099418
"frozenset({'1487580009445982239', '1487580007306888126'})",frozenset({'1487580005092295511'}),0.02013246710943014,0.2124359832787419,0.01119274688286071,0.5559550561797753,2.6170474869612574,0.006915886436641987,1.773613296765991,0.6305852424782996
"frozenset({'1487580005092295511', '1487580007306888126'})",frozenset({'1487580009445982239'}),0.02129969778678586,0.12616949275231185,0.01119274688286071,0.5254885301614274,4.164941292052541,0.008505374817324399,1.8415371656768649,0.7764384822747529
"frozenset({'1487580007432717250', '1487580007675986893'})",frozenset({'1487580005092295511'}),0.02002388751153658,0.2124359832787419,0.01070413869233971,0.534568459105287,2.5163743488967594,0.006450344459763516,1.6921156980622762,0.6149158537321595
"frozenset({'1487580007432717250', '1487580005092295511'})",frozenset({'1487580007675986893'}),0.020032935811361046,0.1215820047413091,0.01070413869233971,0.5343270099367661,4.394786967640955,0.00826849419554047,1.8863408743964518,0.7882486191150122
"frozenset({'1487580005092295511', '1487580007634043851'})",frozenset({'1487580007675986893'}),0.02077489639696701,0.1215820047413091,0.012387122459689825,0.5962543554006969,4.904133277530269,0.009861268907453577,2.1756717552469844,0.8129799445473385
"frozenset({'1487580007675986893', '1487580007634043851'})",frozenset({'1487580005092295511'}),0.023471289744656978,0.2124359832787419,0.012387122459689825,0.5277563608326908,2.4843077556225968,0.007400975943963368,1.6677069872448518,0.6118339126126389
"frozenset({'1487580007675986893', '1487580008145748965'})",frozenset({'1487580005092295511'}),0.03123473099404622,0.2124359832787419,0.017906585352612244,0.5732908458864426,2.6986522576743277,0.01127120456144504,1.8456693725198798,0.6497390874218334
"frozenset({'1487580007675986893', '1487580009286598681'})",frozenset({'1487580005092295511'}),0.0377404585678351,0.2124359832787419,0.021607339980817604,0.5725245744425798,2.695045187760671,0.013589908555568934,1.8423609162896062,0.6536164938017214
"frozenset({'1487580009387261981', '1487580007675986893'})",frozenset({'1487580005092295511'}),0.01974339021697823,0.2124359832787419,0.013409580339854142,0.6791934005499543,3.1971674010554496,0.009215373825854477,2.454949549265408,0.7010645244036098
"frozenset({'1487580009445982239', '1487580007675986893'})",frozenset({'1487580005092295511'}),0.03538790061347473,0.2124359832787419,0.020548688901355434,0.5806699053950396,2.7333877078306923,0.013031025438361536,1.8781480910956343,0.6574182717473439
"frozenset({'1487580009471148064', '1487580007675986893'})",frozenset({'1487580005092295511'}),0.01986101811469625,0.2124359832787419,0.011066070685318228,0.5571753986332574,2.622792005543502,0.006846875773205825,1.7785010459909067,0.6312644697901582
"frozenset({'1487580009605365797', '1487580007675986893'})",frozenset({'1487580005092295511'}),0.019906259613818564,0.2124359832787419,0.012061383666009158,0.605909090909091,2.8521961371961377,0.0078325778315457,1.9984323377010011,0.6625825154011872
"frozenset({'1487580010100293687', '1487580007675986893'})",frozenset({'1487580005092295511'}),0.02113682838994553,0.2124359832787419,0.013020503447402233,0.6160102739726027,2.899745440791554,0.008530280524990125,2.051002835073421,0.6692887846875909
"frozenset({'1487580007675986893', '1602943681873052386'})",frozenset({'1487580005092295511'}),0.033732061745598,0.2124359832787419,0.020765848097142547,0.6156115879828327,2.8978687060519084,0.013599944392197201,2.048875543849861,0.6777817805025684
"frozenset({'1487580005092295511', '1487580008187692007'})",frozenset({'1487580008145748965'}),0.022204527769232162,0.09531479035089306,0.011608968674786007,0.5228198859005705,5.485191584389525,0.00949254876562106,1.8958988082655066,0.836259714228409
"frozenset({'1487580009286598681', '1487580008145748965'})",frozenset({'1487580005092295511'}),0.035116451618740836,0.2124359832787419,0.019815776615573932,0.5642875547539294,2.6562710612613842,0.012355778686686355,1.8075316078623318,0.646225544835822
"frozenset({'1487580009387261981', '1487580008145748965'})",frozenset({'1487580005092295511'}),0.018974284731898876,0.2124359832787419,0.012504750357407843,0.659036719122556,3.1022838454717885,0.008473929523376085,2.3098206196705986,0.6907635777033653
"frozenset({'1487580009445982239', '1487580008145748965'})",frozenset({'1487580005092295511'}),0.03408494543875206,0.2124359832787419,0.01880236703523408,0.5516325988850544,2.5967003817862873,0.011561498135950516,1.7565148910532737,0.636594163264212
"frozenset({'1487580009471148064', '1487580008145748965'})",frozenset({'1487580005092295511'}),0.02184259577625364,0.2124359832787419,0.010993684286722524,0.5033140016570008,2.369250227239476,0.006353530975633987,1.5856376450084377,0.590830823176219
"frozenset({'1487580009605365797', '1487580008145748965'})",frozenset({'1487580005092295511'}),0.019779583416276083,0.2124359832787419,0.011636113574259397,0.5882891125343093,2.7692536050373455,0.00743421832237889,1.912905489502967,0.6517838803117127
"frozenset({'1487580010100293687', '1487580008145748965'})",frozenset({'1487580005092295511'}),0.01792468195226117,0.2124359832787419,0.010803669990408802,0.602725896012115,2.837211882420433,0.006995822554921481,1.9824197168040814,0.6593601246510059
"frozenset({'1602943681873052386', '1487580008145748965'})",frozenset({'1487580005092295511'}),0.02167972637941331,0.2124359832787419,0.014341555221773829,0.6615191986644408,3.1139696225401083,0.009736001231149084,2.3267612627177985,0.6939102732238971
"frozenset({'1487580005092295511', '1487580008187692007'})",frozenset({'1487580009286598681'}),0.022204527769232162,0.14703487214752348,0.011563727175663693,0.5207823960880196,3.5418971600526614,0.008298887274018507,1.779911924957464,0.7339627290939398
"frozenset({'1487580009311764506', '1487580005092295511'})",frozenset({'1487580009286598681'}),0.03035704591107331,0.14703487214752348,0.02044010930346188,0.6733233979135618,4.579344940960678,0.015976564939150714,2.6110383247673887,0.8060989382749179
"frozenset({'1487580009387261981', '1487580009286598681'})",frozenset({'1487580005092295511'}),0.028520241046707324,0.2124359832787419,0.017571798259107114,0.6161167512690355,2.9002466614171256,0.011513072809003107,2.0515717195912444,0.6744368421457518
"frozenset({'1487580009445982239', '1487580009286598681'})",frozenset({'1487580005092295511'}),0.04522340252266599,0.2124359832787419,0.02429468502868311,0.5372148859543818,2.528831875198329,0.014687607046570223,1.701792025755663,0.6331957721483602
"frozenset({'1487580009471148064', '1487580009286598681'})",frozenset({'1487580005092295511'}),0.023299372047992182,0.2124359832787419,0.012323784360918584,0.5289320388349515,2.4898420252134414,0.00737415935012613,1.6718692028501565,0.6126422735510474
"frozenset({'1487580009605365797', '1487580009286598681'})",frozenset({'1487580005092295511'}),0.022376445465896958,0.2124359832787419,0.01350006333809877,0.6033158107561666,2.839988788361446,0.008746501143267804,1.985367801581724,0.6627151431417527
"frozenset({'1487580009605365797', '1487580005092295511'})",frozenset({'1487580009286598681'}),0.026611049783745636,0.14703487214752348,0.01350006333809877,0.5073104386263175,3.4502729265294376,0.00958731103543435,1.7312425403824248,0.729582820669806
"frozenset({'1487580010100293687', '1487580009286598681'})",frozenset({'1487580005092295511'}),0.02820355055285112,0.2124359832787419,0.015291626703342442,0.5421880012832853,2.5522418232313706,0.009300177709695809,1.7202782341416691,0.6258384644749762
"frozenset({'1602943681873052386', '1487580009286598681'})",frozenset({'1487580005092295511'}),0.029434119328978086,0.2124359832787419,0.01859425613927143,0.631724561942822,2.9737173156485563,0.01234139005767615,2.1385189869734997,0.6838490524694792
"frozenset({'1783999063314661546', '1487580009286598681'})",frozenset({'1487580005092295511'}),0.01768037785700067,0.2124359832787419,0.01034220669936119,0.5849539406345957,2.7535539488480385,0.006586258244569557,1.8975340180928957,0.6482950753627335
"frozenset({'1487580009311764506', '1487580009445982239'})",frozenset({'1487580005092295511'}),0.02255741146238622,0.2124359832787419,0.011898514269168823,0.5274769354191736,2.4829924162473906,0.007106508384933643,1.666720792602798,0.6110437117164998
"frozenset({'1487580009445982239', '1487580009387261981'})",frozenset({'1487580005092295511'}),0.02277457065817333,0.2124359832787419,0.014884453211241608,0.6535558204211362,3.0764836085400433,0.010046314899721373,2.273278245513081,0.6906835969012896
"frozenset({'1487580010100293687', '1487580009387261981'})",frozenset({'1487580005092295511'}),0.015753089994390054,0.2124359832787419,0.010143144103223005,0.6438828259620908,3.0309499173557524,0.006796620940586242,2.2115305695350167,0.6807950567618567
"frozenset({'1487580009387261981', '1602943681873052386'})",frozenset({'1487580005092295511'}),0.017083190068586114,0.2124359832787419,0.01258618505582801,0.7367584745762712,3.468143500009385,0.00895710077607028,2.9917924820316606,0.7240300393774288
"frozenset({'1487580009471148064', '1487580005092295511'})",frozenset({'1487580009445982239'}),0.02565193000235256,0.12616949275231185,0.015789283193687907,0.6155202821869489,4.878519115514717,0.012552792197173274,2.2727609982084367,0.8159504682200623
"frozenset({'1487580009445982239', '1487580009605365797'})",frozenset({'1487580005092295511'}),0.02741634846812284,0.2124359832787419,0.01528257840351798,0.5574257425742575,2.623970449689999,0.009458359458779673,1.7795070623903149,0.6363443866772918
"frozenset({'1487580009605365797', '1487580005092295511'})",frozenset({'1487580009445982239'}),0.026611049783745636,0.12616949275231185,0.01528257840351798,0.57429445766746,4.551769569168986,0.011925075750696274,2.052664154804673,0.801637642307709
"frozenset({'1487580009445982239', '1487580010100293687'})",frozenset({'1487580005092295511'}),0.025543350404459004,0.2124359832787419,0.014495376318789699,0.567481402763018,2.671305463436546,0.009069049559385,1.8208789674071344,0.6420513403697812
"frozenset({'1487580009445982239', '1602943681873052386'})",frozenset({'1487580005092295511'}),0.02732586546987821,0.2124359832787419,0.0180151649505058,0.6592715231788079,3.1033891387117936,0.012210167850469602,2.3114123717183666,0.6968126462474501
"frozenset({'1487580009605365797', '1602943681873052386'})",frozenset({'1487580005092295511'}),0.014766825313523588,0.2124359832787419,0.010170289002696394,0.6887254901960785,3.24203781095026,0.007033283947312594,2.5301269198604204,0.7019171116508741
"frozenset({'1487580010100293687', '1602943681873052386'})",frozenset({'1487580005092295511'}),0.017436073761740167,0.2124359832787419,0.011871369369695434,0.6808510638297872,3.20497052016102,0.00816731989559949,2.4677005857266083,0.7001932710813972
"frozenset({'1487580005595612013', '1487580005134238553'})",frozenset({'1487580005268456287'}),0.02232215566695018,0.17915633652436708,0.01161801697461047,0.5204702067288205,2.9051174902654435,0.0076188613419930365,1.7117678087864636,0.6707524838781133
"frozenset({'1487580006317032337', '1487580005134238553'})",frozenset({'1487580005268456287'}),0.017662281257351743,0.17915633652436708,0.010306013500063337,0.5835040983606558,3.2569548455870176,0.007141703895333207,1.9708325105835613,0.7054241326270833
"frozenset({'1487580007675986893', '1487580005134238553'})",frozenset({'1487580005268456287'}),0.018033261550154726,0.17915633652436708,0.010188385602345319,0.5649774209734069,3.153544172279746,0.006957612527433869,1.8868989865131904,0.6954374723555768
"frozenset({'1487580009286598681', '1487580005134238553'})",frozenset({'1487580005268456287'}),0.019888163014169638,0.17915633652436708,0.011409906078647822,0.5737033666969973,3.202249933364583,0.007846815652829776,1.9255222756877706,0.7016745841908781
"frozenset({'1487580005671109489', '1487580005134238553'})",frozenset({'1487580005595612013'}),0.019933404513291952,0.10928536527986392,0.01052317269585045,0.52791647753064,4.830623717811829,0.00834474330234405,1.886773404123519,0.809115828014919
"frozenset({'1487580006317032337', '1487580005595612013'})",frozenset({'1487580005268456287'}),0.03253768616876889,0.17915633652436708,0.017761812555420836,0.5458843159065628,3.046971859866743,0.011932479902444632,1.8075651034037818,0.694399456669929
"frozenset({'1487580007281722301', '1487580005595612013'})",frozenset({'1487580005268456287'}),0.019933404513291952,0.17915633652436708,0.011446099277945675,0.5742169768497504,3.205116759973773,0.007874903550886004,1.9278449793569503,0.7019919758996005
"frozenset({'1487580005595612013', '1487580007675986893'})",frozenset({'1487580005268456287'}),0.031108054796503738,0.17915633652436708,0.01677554787455437,0.5392670157068062,3.010035961711354,0.011202342740813498,1.7816038604982485,0.6892182960929312
"frozenset({'1487580005595612013', '1487580008145748965'})",frozenset({'1487580005268456287'}),0.02531714290884743,0.17915633652436708,0.013997719828444236,0.5528949249463903,3.0861030967285434,0.009461993253631272,1.8359077301397446,0.6935248223085972
"frozenset({'1487580005595612013', '1487580009286598681'})",frozenset({'1487580005268456287'}),0.03542409381277258,0.17915633652436708,0.018666642537867133,0.5269476372924649,2.9412726756711427,0.012320191665675299,1.7352067724120424,0.6842500592335038
"frozenset({'1487580005595612013', '1487580009387261981'})",frozenset({'1487580005268456287'}),0.019716245317504842,0.17915633652436708,0.011907562568993287,0.603946764570904,3.371060026608443,0.008375272287893412,2.0725589139205143,0.7175038859084976
"frozenset({'1487580009445982239', '1487580005595612013'})",frozenset({'1487580005268456287'}),0.027506831466367468,0.17915633652436708,0.015662606996145426,0.5694078947368422,3.1782738237639556,0.010734583841237846,1.9063137791947473,0.7047492174691316
"frozenset({'1487580009605365797', '1487580005595612013'})",frozenset({'1487580005268456287'}),0.01774371595577191,0.17915633652436708,0.010125047503574078,0.5706272310045895,3.185079813947738,0.0069461483566090245,1.911727344507976,0.6984288482785423
"frozenset({'1487580010100293687', '1487580005595612013'})",frozenset({'1487580005268456287'}),0.017164624767006278,0.17915633652436708,0.010052661104978374,0.5856615709014233,3.2689972471153284,0.006977509813906112,1.981094694164473,0.7062177590698004
"frozenset({'1487580005595612013', '1602943681873052386'})",frozenset({'1487580005268456287'}),0.02626721439041604,0.17915633652436708,0.01440489332054507,0.5483982087495695,3.06100369871641,0.009698955419657996,1.8176271205719012,0.6914728360008471
"frozenset({'1487580005671109489', '1487580006317032337'})",frozenset({'1487580005268456287'}),0.025425722506740984,0.17915633652436708,0.01346387013880092,0.5295373665480427,2.9557278119271,0.008908690841008059,1.744758467750778,0.6789362996967908
"frozenset({'1487580005671109489', '1487580007675986893'})",frozenset({'1487580005268456287'}),0.0269367885774263,0.17915633652436708,0.01352720823757216,0.5021834061135372,2.8030457412553487,0.008701311878309047,1.64888770996421,0.6610518212871693
"frozenset({'1487580005671109489', '1487580008145748965'})",frozenset({'1487580005268456287'}),0.020159612008903528,0.17915633652436708,0.010830814889882192,0.5372531418312387,2.998795087318426,0.0072190926566144,1.7738503222344422,0.6802462338318787
"frozenset({'1487580005671109489', '1487580009286598681'})",frozenset({'1487580005268456287'}),0.03003130711739264,0.17915633652436708,0.015418302900884924,0.5134076529075022,2.8656963123248147,0.010038003936694708,1.6869226743502324,0.6712017362995687
"frozenset({'1487580009445982239', '1487580005671109489'})",frozenset({'1487580005268456287'}),0.021752112778009012,0.17915633652436708,0.012115673464955935,0.5569883527454244,3.1089514529655964,0.008218644627982968,1.8528715183055602,0.6934317512854624
"frozenset({'1487580005671109489', '1602943681873052386'})",frozenset({'1487580005268456287'}),0.02056678550100436,0.17915633652436708,0.011002732586546988,0.5349758029036515,2.986083625520493,0.007318062642104576,1.7651633368780637,0.6790796827858828
"frozenset({'1487580005754995573', '1487580006317032337'})",frozenset({'1487580005268456287'}),0.016694113176134204,0.17915633652436708,0.01009790260410069,0.6048780487804879,3.376258191672826,0.00710704644594132,2.077443839660553,0.7157631521376797
"frozenset({'1487580006551913373', '1487580006317032337'})",frozenset({'1487580005268456287'}),0.018340903744186468,0.17915633652436708,0.010568414194972765,0.576221016280217,3.2163027412756073,0.00728252507161827,1.9369617064785887,0.7019585489257806
"frozenset({'1487580006317032337', '1487580007256556476'})",frozenset({'1487580005268456287'}),0.02453898912394361,0.17915633652436708,0.013282904142311659,0.5412979351032449,3.021371979380829,0.008886588748854634,1.7894919737507367,0.6858547150065353
